t	iOTOC	Densities
86	9.000000	-27:0.1000 -25:0.2000 -24:0.1000 -23:0.1000 -18:0.2000 -17:0.1000 -16:0.1000 -15:0.1000 -13:0.2000 -12:0.1000 -11:0.2000 -10:0.3000 -9:0.3000 -8:0.3000 -7:0.3000 -6:0.1000 -5:0.5000 -4:0.2000 -3:0.4000 -2:0.5000 -1:0.3000 0:0.1000 2:0.1000 3:0.3000 4:0.2000 5:0.2000 6:0.3000 8:0.3000 9:0.2000 10:0.4000 12:0.4000 13:0.4000 14:0.1000 15:0.3000 16:0.1000 17:0.2000 18:0.3000 19:0.2000 22:0.1000 26:0.1000
87	7.100000	-27:0.1000 -25:0.2000 -24:0.1000 -23:0.1000 -18:0.2000 -17:0.1000 -15:0.1000 -13:0.1000 -12:0.1000 -11:0.3000 -10:0.2000 -8:0.2000 -7:0.4000 -5:0.3000 -3:0.2000 -2:0.1000 -1:0.1000 0:0.2000 1:0.1000 2:0.3000 3:0.3000 4:0.1000 5:0.2000 6:0.2000 7:0.2000 8:0.3000 9:0.2000 10:0.5000 11:0.1000 12:0.3000 13:0.2000 14:0.1000 15:0.3000 16:0.1000 17:0.2000 18:0.3000
88	9.500000	-18:0.2000 -17:0.2000 -16:0.1000 -15:0.2000 -13:0.3000 -12:0.3000 -11:0.3000 -10:0.3000 -9:0.1000 -8:0.4000 -7:0.4000 -6:0.1000 -5:0.3000 -4:0.1000 -3:0.3000 -2:0.5000 -1:0.4000 0:0.6000 1:0.4000 2:0.5000 3:0.3000 4:0.4000 5:0.3000 6:0.2000 7:0.1000 8:0.3000 9:0.1000 10:0.3000 11:0.1000 12:0.2000 13:0.3000 14:0.1000 15:0.2000 16:0.1000 17:0.1000 18:0.3000 19:0.1000
89	9.900000	-18:0.1000 -15:0.1000 -13:0.3000 -12:0.2000 -11:0.1000 -10:0.3000 -9:0.3000 -8:0.2000 -7:0.5000 -6:0.1000 -5:0.5000 -4:0.3000 -3:0.3000 -2:0.4000 -1:0.5000 0:0.4000 1:0.3000 2:0.4000 3:0.4000 4:0.1000 5:0.5000 6:0.4000 7:0.3000 8:0.3000 9:0.3000 10:0.4000 11:0.2000 12:0.3000 13:0.4000 14:0.1000 15:0.3000 16:0.2000 17:0.1000 18:0.2000 19:0.1000
90	9.000000	-15:0.1000 -13:0.1000 -12:0.2000 -10:0.2000 -9:0.3000 -8:0.2000 -7:0.3000 -6:0.1000 -5:0.4000 -4:0.2000 -3:0.3000 -2:0.5000 -1:0.4000 0:0.4000 1:0.3000 2:0.5000 3:0.3000 4:0.2000 5:0.4000 6:0.4000 7:0.1000 8:0.3000 9:0.4000 10:0.3000 11:0.1000 12:0.4000 13:0.2000 14:0.2000 15:0.3000 16:0.2000 18:0.3000 19:0.1000 20:0.1000 22:0.1000 25:0.1000
91	11.000000	-17:0.1000 -16:0.1000 -15:0.4000 -13:0.3000 -12:0.3000 -11:0.2000 -10:0.6000 -9:0.5000 -8:0.4000 -7:0.4000 -6:0.2000 -5:0.4000 -4:0.2000 -3:0.4000 -2:0.4000 -1:0.3000 0:0.4000 1:0.4000 2:0.6000 3:0.2000 4:0.3000 5:0.2000 6:0.5000 7:0.1000 8:0.2000 9:0.3000 10:0.3000 11:0.2000 12:0.2000 13:0.1000 15:0.3000 16:0.1000 18:0.3000 19:0.1000 21:0.1000 22:0.1000 23:0.1000 25:0.1000 26:0.1000 27:0.1000 30:0.1000 32:0.1000 38:0.1000 43:0.1000
92	11.800000	-28:0.1000 -27:0.2000 -25:0.3000 -24:0.1000 -23:0.2000 -21:0.1000 -20:0.1000 -19:0.1000 -18:0.2000 -17:0.2000 -16:0.1000 -15:0.1000 -14:0.2000 -13:0.3000 -12:0.2000 -11:0.3000 -10:0.4000 -9:0.7000 -8:0.5000 -7:0.5000 -6:0.4000 -5:0.8000 -4:0.5000 -3:0.5000 -2:0.6000 -1:0.2000 0:0.6000 1:0.4000 2:0.4000 3:0.2000 4:0.3000 5:0.4000 6:0.4000 7:0.1000 8:0.1000 9:0.1000 10:0.2000 11:0.1000 12:0.2000 13:0.1000 15:0.1000 18:0.1000 20:0.1000
93	9.700000	-27:0.1000 -25:0.1000 -23:0.1000 -21:0.1000 -20:0.1000 -19:0.1000 -18:0.1000 -17:0.1000 -16:0.1000 -14:0.2000 -13:0.2000 -12:0.2000 -11:0.2000 -10:0.3000 -9:0.6000 -8:0.3000 -7:0.3000 -6:0.4000 -5:0.6000 -4:0.4000 -3:0.5000 -2:0.7000 -1:0.3000 0:0.3000 1:0.5000 2:0.4000 3:0.3000 4:0.4000 5:0.4000 6:0.3000 7:0.1000 8:0.2000 9:0.1000 10:0.2000 12:0.1000 13:0.1000 18:0.1000 19:0.1000
94	9.400000	-27:0.1000 -25:0.1000 -23:0.1000 -21:0.1000 -20:0.1000 -19:0.1000 -18:0.1000 -17:0.1000 -14:0.2000 -13:0.1000 -12:0.2000 -11:0.2000 -10:0.3000 -9:0.7000 -8:0.3000 -7:0.4000 -6:0.4000 -5:0.5000 -4:0.3000 -3:0.4000 -2:0.7000 -1:0.2000 0:0.2000 1:0.4000 2:0.4000 3:0.3000 4:0.3000 5:0.4000 6:0.5000 7:0.1000 8:0.2000 9:0.2000 10:0.2000 12:0.1000 13:0.1000 15:0.1000 18:0.1000 19:0.1000
95	11.100000	-27:0.1000 -21:0.1000 -19:0.1000 -18:0.1000 -17:0.1000 -16:0.1000 -14:0.3000 -13:0.3000 -12:0.1000 -11:0.4000 -10:0.3000 -9:0.8000 -8:0.3000 -7:0.4000 -6:0.4000 -5:0.8000 -4:0.3000 -3:0.3000 -2:0.6000 -1:0.2000 0:0.5000 1:0.3000 2:0.3000 3:0.3000 4:0.3000 5:0.4000 6:0.6000 7:0.3000 8:0.2000 9:0.2000 10:0.3000 11:0.2000 12:0.3000 13:0.1000 15:0.2000 18:0.1000 19:0.2000 22:0.1000 26:0.1000
96	10.800000	-25:0.1000 -23:0.1000 -19:0.1000 -18:0.1000 -17:0.1000 -16:0.1000 -14:0.2000 -13:0.3000 -12:0.2000 -11:0.3000 -10:0.2000 -9:0.4000 -8:0.4000 -7:0.2000 -6:0.3000 -5:0.6000 -4:0.2000 -3:0.3000 -2:0.5000 -1:0.3000 0:0.5000 1:0.5000 2:0.4000 3:0.6000 4:0.3000 5:0.4000 6:0.5000 7:0.2000 8:0.3000 9:0.2000 10:0.3000 11:0.1000 12:0.4000 13:0.3000 14:0.1000 15:0.2000 17:0.2000 18:0.2000 19:0.1000
97	9.600000	-28:0.1000 -25:0.2000 -23:0.2000 -21:0.1000 -20:0.1000 -19:0.1000 -18:0.1000 -17:0.1000 -15:0.1000 -14:0.1000 -13:0.2000 -12:0.2000 -10:0.2000 -9:0.3000 -8:0.2000 -7:0.3000 -6:0.2000 -5:0.4000 -4:0.2000 -3:0.3000 -2:0.7000 -1:0.2000 0:0.3000 1:0.4000 2:0.3000 3:0.5000 4:0.2000 5:0.4000 6:0.4000 7:0.1000 8:0.3000 9:0.1000 10:0.2000 12:0.2000 13:0.3000 15:0.4000 17:0.2000 18:0.2000 19:0.2000 20:0.1000 22:0.1000 26:0.1000
98	11.500000	-27:0.1000 -25:0.1000 -23:0.1000 -21:0.2000 -20:0.1000 -19:0.1000 -18:0.2000 -17:0.1000 -14:0.2000 -13:0.2000 -12:0.2000 -11:0.2000 -10:0.4000 -9:0.5000 -8:0.3000 -7:0.3000 -6:0.2000 -5:0.7000 -4:0.2000 -3:0.4000 -2:0.7000 -1:0.3000 0:0.2000 1:0.5000 2:0.4000 3:0.4000 4:0.3000 5:0.8000 6:0.4000 7:0.3000 8:0.3000 9:0.3000 10:0.1000 12:0.1000 13:0.2000 15:0.2000 16:0.1000 17:0.1000 18:0.1000 19:0.3000 20:0.1000 22:0.1000 24:0.1000 25:0.1000 26:0.2000
99	12.000000	-25:0.2000 -23:0.2000 -21:0.1000 -20:0.1000 -19:0.1000 -18:0.2000 -17:0.2000 -14:0.1000 -13:0.3000 -12:0.3000 -11:0.4000 -10:0.3000 -9:0.3000 -8:0.5000 -7:0.4000 -6:0.3000 -5:0.6000 -4:0.2000 -3:0.3000 -2:0.5000 -1:0.2000 0:0.4000 1:0.6000 2:0.4000 3:0.4000 4:0.5000 5:0.8000 6:0.4000 7:0.4000 8:0.3000 9:0.3000 10:0.3000 11:0.1000 12:0.2000 13:0.2000 14:0.1000 15:0.1000 16:0.1000 17:0.1000 19:0.1000 20:0.1000 24:0.1000 25:0.1000 26:0.1000
100	13.200000	-25:0.2000 -23:0.2000 -21:0.1000 -20:0.2000 -19:0.1000 -18:0.3000 -17:0.2000 -14:0.2000 -13:0.2000 -12:0.4000 -11:0.5000 -10:0.5000 -9:0.4000 -8:0.6000 -7:0.4000 -6:0.4000 -5:0.7000 -4:0.3000 -3:0.4000 -2:0.6000 -1:0.3000 0:0.3000 1:0.5000 2:0.4000 3:0.4000 4:0.4000 5:0.8000 6:0.7000 7:0.4000 8:0.3000 9:0.3000 10:0.2000 11:0.1000 12:0.2000 13:0.1000 15:0.1000 16:0.1000 18:0.1000 19:0.2000 20:0.1000 24:0.1000 25:0.1000 26:0.1000
101	12.500000	-25:0.1000 -23:0.1000 -18:0.2000 -17:0.2000 -15:0.1000 -14:0.1000 -13:0.2000 -12:0.2000 -11:0.3000 -10:0.2000 -9:0.4000 -8:0.6000 -7:0.1000 -6:0.2000 -5:0.6000 -4:0.3000 -3:0.4000 -2:0.6000 -1:0.2000 0:0.5000 1:0.6000 2:0.4000 3:0.5000 4:0.5000 5:0.7000 6:0.5000 7:0.2000 8:0.2000 9:0.4000 10:0.1000 11:0.1000 12:0.3000 13:0.4000 14:0.1000 15:0.2000 16:0.1000 17:0.2000 18:0.3000 19:0.4000 20:0.1000 22:0.1000 24:0.2000 25:0.1000 26:0.2000
102	12.900000	-28:0.1000 -25:0.2000 -23:0.2000 -19:0.1000 -18:0.1000 -17:0.4000 -16:0.1000 -15:0.3000 -13:0.3000 -12:0.3000 -11:0.4000 -10:0.3000 -9:0.3000 -8:0.4000 -7:0.3000 -6:0.3000 -5:0.6000 -4:0.4000 -3:0.3000 -2:0.4000 -1:0.4000 0:0.6000 1:0.7000 2:0.3000 3:0.5000 4:0.4000 5:0.5000 6:0.3000 7:0.4000 8:0.4000 9:0.3000 10:0.3000 11:0.2000 12:0.3000 13:0.4000 14:0.1000 15:0.2000 16:0.1000 17:0.1000 18:0.2000 19:0.2000 20:0.1000 24:0.1000
103	13.700000	-28:0.1000 -25:0.2000 -23:0.2000 -19:0.1000 -18:0.1000 -17:0.4000 -16:0.1000 -15:0.4000 -13:0.2000 -12:0.5000 -11:0.4000 -10:0.3000 -9:0.3000 -8:0.3000 -7:0.3000 -6:0.2000 -5:0.5000 -4:0.5000 -3:0.5000 -2:0.5000 -1:0.7000 0:0.8000 1:0.5000 2:0.5000 3:0.5000 4:0.4000 5:0.4000 6:0.3000 7:0.4000 8:0.3000 9:0.4000 10:0.4000 11:0.2000 12:0.3000 13:0.4000 14:0.1000 15:0.2000 16:0.1000 17:0.1000 18:0.2000 19:0.2000 20:0.1000 24:0.1000
104	15.200000	-28:0.2000 -25:0.2000 -23:0.3000 -21:0.1000 -20:0.1000 -19:0.1000 -18:0.1000 -17:0.4000 -16:0.2000 -15:0.4000 -13:0.3000 -12:0.7000 -11:0.4000 -10:0.3000 -9:0.4000 -8:0.5000 -7:0.6000 -6:0.2000 -5:0.7000 -4:0.6000 -3:0.4000 -2:0.6000 -1:0.6000 0:0.7000 1:0.4000 2:0.4000 3:0.6000 4:0.4000 5:0.3000 6:0.6000 7:0.2000 8:0.2000 9:0.3000 10:0.2000 11:0.2000 12:0.3000 13:0.4000 14:0.1000 15:0.2000 16:0.1000 17:0.1000 18:0.2000 19:0.3000 20:0.2000 24:0.2000 25:0.1000 26:0.1000
105	13.900000	-28:0.1000 -25:0.1000 -23:0.1000 -19:0.1000 -17:0.2000 -16:0.1000 -15:0.3000 -13:0.2000 -12:0.4000 -11:0.3000 -10:0.2000 -9:0.2000 -8:0.6000 -7:0.2000 -6:0.1000 -5:0.7000 -4:0.2000 -2:0.4000 -1:0.4000 0:0.7000 1:0.4000 2:0.3000 3:0.4000 4:0.5000 5:0.4000 6:0.5000 7:0.4000 8:0.2000 9:0.4000 10:0.2000 11:0.2000 12:0.3000 13:0.6000 14:0.2000 15:0.3000 16:0.4000 17:0.2000 18:0.3000 19:0.4000 20:0.3000 22:0.2000 23:0.1000 24:0.2000 25:0.2000 26:0.3000 27:0.1000 29:0.1000 31:0.2000
106	12.600000	-28:0.1000 -25:0.1000 -23:0.1000 -19:0.1000 -17:0.2000 -16:0.1000 -15:0.3000 -13:0.2000 -12:0.4000 -11:0.3000 -10:0.2000 -9:0.1000 -8:0.6000 -7:0.1000 -6:0.1000 -5:0.6000 -4:0.2000 -2:0.4000 -1:0.3000 0:0.6000 1:0.4000 2:0.2000 3:0.4000 4:0.4000 5:0.4000 6:0.4000 7:0.4000 8:0.2000 9:0.4000 10:0.2000 11:0.2000 12:0.2000 13:0.4000 14:0.1000 15:0.3000 16:0.4000 17:0.2000 18:0.3000 19:0.3000 20:0.3000 22:0.2000 23:0.1000 24:0.2000 25:0.2000 26:0.3000 27:0.1000 29:0.1000 31:0.2000
107	11.900000	-28:0.1000 -25:0.1000 -23:0.1000 -20:0.1000 -18:0.2000 -17:0.2000 -16:0.2000 -15:0.2000 -14:0.1000 -13:0.4000 -12:0.3000 -11:0.3000 -10:0.3000 -9:0.3000 -8:0.5000 -7:0.3000 -6:0.4000 -5:0.6000 -4:0.4000 -3:0.2000 -2:0.6000 -1:0.4000 0:0.4000 1:0.4000 2:0.3000 3:0.5000 4:0.4000 5:0.4000 6:0.3000 7:0.2000 8:0.2000 9:0.3000 10:0.1000 11:0.1000 12:0.3000 13:0.2000 14:0.1000 15:0.1000 16:0.1000 17:0.1000 18:0.1000 19:0.2000 20:0.2000 22:0.1000 24:0.2000 25:0.2000 26:0.1000
108	11.800000	-28:0.1000 -25:0.1000 -23:0.1000 -20:0.1000 -18:0.2000 -17:0.2000 -16:0.2000 -15:0.2000 -14:0.1000 -13:0.4000 -12:0.3000 -11:0.4000 -10:0.3000 -9:0.4000 -8:0.3000 -7:0.2000 -6:0.3000 -5:0.4000 -4:0.4000 -3:0.2000 -2:0.2000 -1:0.5000 0:0.6000 1:0.3000 2:0.4000 3:0.4000 4:0.3000 5:0.3000 6:0.2000 7:0.3000 8:0.3000 9:0.4000 10:0.5000 11:0.2000 12:0.4000 13:0.3000 14:0.2000 15:0.2000 16:0.1000 17:0.1000 18:0.2000 19:0.1000 20:0.1000 22:0.1000 24:0.1000 25:0.1000
109	13.700000	-28:0.2000 -27:0.1000 -25:0.1000 -23:0.2000 -21:0.2000 -20:0.2000 -18:0.2000 -17:0.2000 -16:0.3000 -15:0.2000 -14:0.2000 -13:0.4000 -12:0.4000 -11:0.4000 -10:0.4000 -9:0.5000 -8:0.3000 -7:0.3000 -6:0.3000 -5:0.4000 -4:0.5000 -3:0.3000 -2:0.3000 -1:0.5000 0:0.4000 1:0.4000 2:0.4000 3:0.4000 4:0.2000 5:0.4000 6:0.4000 7:0.3000 8:0.4000 9:0.2000 10:0.5000 11:0.2000 12:0.3000 13:0.2000 14:0.2000 15:0.3000 16:0.2000 17:0.1000 18:0.3000 19:0.1000 20:0.2000 22:0.2000 24:0.1000 25:0.2000
110	10.800000	-28:0.1000 -27:0.1000 -25:0.1000 -23:0.2000 -21:0.1000 -20:0.1000 -19:0.1000 -18:0.2000 -17:0.2000 -16:0.2000 -15:0.2000 -14:0.2000 -13:0.4000 -12:0.2000 -11:0.3000 -10:0.2000 -9:0.4000 -8:0.2000 -7:0.2000 -6:0.2000 -5:0.3000 -4:0.4000 -3:0.1000 -2:0.2000 -1:0.1000 0:0.3000 1:0.3000 2:0.2000 3:0.3000 4:0.3000 5:0.4000 6:0.2000 7:0.3000 8:0.2000 9:0.4000 10:0.4000 11:0.1000 12:0.2000 13:0.3000 14:0.1000 15:0.4000 16:0.2000 17:0.1000 18:0.2000 19:0.2000 20:0.1000 22:0.2000 24:0.2000 25:0.1000 26:0.1000
111	13.800000	-28:0.1000 -27:0.1000 -25:0.1000 -23:0.1000 -21:0.1000 -20:0.1000 -18:0.2000 -17:0.2000 -16:0.3000 -15:0.2000 -14:0.2000 -13:0.3000 -12:0.3000 -11:0.3000 -10:0.3000 -9:0.6000 -8:0.3000 -7:0.4000 -6:0.1000 -5:0.2000 -4:0.6000 -3:0.3000 -2:0.1000 -1:0.2000 0:0.4000 1:0.2000 2:0.3000 3:0.2000 4:0.3000 5:0.4000 6:0.5000 7:0.5000 8:0.2000 9:0.3000 10:0.5000 11:0.1000 12:0.3000 13:0.4000 14:0.1000 15:0.5000 16:0.5000 17:0.2000 18:0.3000 19:0.3000 20:0.3000 21:0.1000 22:0.2000 23:0.1000 24:0.3000 25:0.1000 26:0.4000 31:0.1000
112	13.800000	-28:0.1000 -27:0.1000 -25:0.1000 -23:0.1000 -21:0.1000 -20:0.1000 -18:0.2000 -17:0.2000 -16:0.3000 -15:0.2000 -14:0.2000 -13:0.3000 -12:0.3000 -11:0.3000 -10:0.3000 -9:0.6000 -8:0.3000 -7:0.4000 -6:0.1000 -5:0.2000 -4:0.6000 -3:0.3000 -2:0.1000 -1:0.2000 0:0.4000 1:0.2000 2:0.3000 3:0.2000 4:0.3000 5:0.4000 6:0.5000 7:0.5000 8:0.2000 9:0.3000 10:0.5000 11:0.1000 12:0.3000 13:0.4000 14:0.1000 15:0.5000 16:0.5000 17:0.2000 18:0.3000 19:0.3000 20:0.3000 21:0.1000 22:0.2000 23:0.1000 24:0.3000 25:0.1000 26:0.4000 31:0.1000
113	13.700000	-28:0.1000 -25:0.1000 -23:0.1000 -20:0.1000 -17:0.1000 -16:0.3000 -15:0.2000 -14:0.1000 -13:0.2000 -12:0.3000 -11:0.1000 -10:0.3000 -9:0.2000 -8:0.4000 -7:0.3000 -6:0.3000 -5:0.4000 -4:0.5000 -3:0.2000 -2:0.3000 -1:0.3000 0:0.5000 1:0.3000 2:0.2000 3:0.4000 4:0.2000 5:0.2000 6:0.3000 7:0.3000 8:0.2000 9:0.7000 10:0.7000 11:0.4000 12:0.5000 13:0.5000 14:0.2000 15:0.6000 16:0.4000 17:0.2000 18:0.2000 19:0.3000 20:0.2000 22:0.2000 24:0.4000 25:0.2000 26:0.3000 29:0.1000 31:0.1000
114	13.400000	-28:0.1000 -25:0.1000 -23:0.1000 -21:0.1000 -20:0.1000 -17:0.1000 -16:0.4000 -15:0.2000 -14:0.1000 -13:0.3000 -12:0.3000 -11:0.3000 -10:0.4000 -9:0.4000 -8:0.4000 -7:0.2000 -6:0.3000 -5:0.5000 -4:0.5000 -3:0.3000 -2:0.3000 -1:0.4000 0:0.6000 1:0.4000 2:0.2000 3:0.4000 4:0.3000 5:0.3000 6:0.4000 7:0.3000 8:0.2000 9:0.5000 10:0.5000 11:0.3000 12:0.4000 13:0.5000 14:0.1000 15:0.6000 16:0.3000 17:0.2000 18:0.1000 19:0.1000 20:0.1000 22:0.1000 24:0.2000 26:0.2000 29:0.1000 31:0.1000
115	14.200000	-27:0.1000 -25:0.2000 -23:0.3000 -21:0.2000 -20:0.1000 -19:0.1000 -18:0.1000 -17:0.2000 -16:0.2000 -14:0.3000 -13:0.3000 -12:0.2000 -11:0.5000 -10:0.5000 -9:0.5000 -8:0.4000 -7:0.3000 -6:0.4000 -5:0.6000 -4:0.4000 -3:0.3000 -2:0.4000 -1:0.3000 0:0.3000 1:0.4000 2:0.2000 3:0.4000 4:0.3000 5:0.3000 6:0.6000 7:0.3000 8:0.3000 9:0.4000 10:0.5000 11:0.2000 12:0.4000 13:0.4000 14:0.1000 15:0.4000 16:0.3000 17:0.2000 18:0.2000 19:0.3000 22:0.1000 25:0.1000 26:0.2000 28:0.1000 31:0.1000 34:0.1000 36:0.1000
116	14.300000	-27:0.1000 -25:0.1000 -23:0.1000 -21:0.1000 -18:0.1000 -17:0.2000 -16:0.1000 -15:0.1000 -14:0.1000 -13:0.2000 -12:0.4000 -11:0.5000 -10:0.7000 -9:0.3000 -8:0.5000 -7:0.2000 -6:0.2000 -5:0.6000 -4:0.5000 -3:0.3000 -2:0.7000 -1:0.5000 0:0.5000 1:0.3000 2:0.4000 3:0.2000 4:0.5000 5:0.4000 6:0.5000 7:0.4000 8:0.4000 9:0.4000 10:0.4000 11:0.1000 12:0.3000 13:0.3000 14:0.2000 15:0.5000 16:0.4000 18:0.3000 19:0.3000 20:0.1000 22:0.2000 25:0.2000 26:0.1000 28:0.1000 34:0.1000 36:0.1000
117	12.900000	-27:0.1000 -25:0.2000 -23:0.2000 -21:0.2000 -20:0.1000 -19:0.1000 -18:0.2000 -17:0.2000 -16:0.2000 -15:0.1000 -14:0.1000 -13:0.1000 -12:0.6000 -11:0.5000 -10:0.6000 -9:0.3000 -8:0.4000 -7:0.2000 -6:0.3000 -5:0.4000 -4:0.6000 -3:0.5000 -2:0.6000 -1:0.4000 0:0.4000 1:0.2000 2:0.5000 3:0.4000 4:0.4000 5:0.5000 6:0.4000 7:0.4000 8:0.3000 9:0.2000 10:0.3000 11:0.1000 12:0.2000 13:0.2000 14:0.1000 15:0.2000 16:0.2000 17:0.1000 18:0.2000 20:0.1000 22:0.1000 24:0.1000 25:0.1000
118	13.700000	-27:0.1000 -25:0.1000 -23:0.1000 -21:0.2000 -20:0.1000 -19:0.1000 -18:0.2000 -17:0.2000 -16:0.3000 -15:0.2000 -14:0.1000 -13:0.1000 -12:0.6000 -11:0.4000 -10:0.4000 -9:0.3000 -8:0.3000 -7:0.3000 -6:0.2000 -5:0.5000 -4:0.4000 -3:0.2000 -2:0.5000 -1:0.5000 0:0.4000 1:0.3000 2:0.4000 3:0.4000 4:0.4000 5:0.4000 6:0.4000 7:0.3000 8:0.5000 9:0.4000 10:0.5000 11:0.2000 12:0.2000 13:0.2000 14:0.1000 15:0.3000 16:0.3000 17:0.1000 18:0.2000 20:0.1000 21:0.1000 22:0.2000 23:0.1000 25:0.2000 26:0.1000 27:0.1000 30:0.1000 32:0.1000 38:0.1000 43:0.1000
119	13.300000	-21:0.1000 -20:0.1000 -19:0.1000 -18:0.3000 -17:0.1000 -16:0.3000 -14:0.2000 -13:0.1000 -12:0.5000 -11:0.4000 -10:0.4000 -9:0.1000 -8:0.2000 -7:0.4000 -6:0.3000 -5:0.5000 -4:0.4000 -3:0.2000 -2:0.6000 -1:0.4000 0:0.5000 1:0.3000 2:0.4000 3:0.4000 4:0.4000 5:0.3000 6:0.4000 7:0.3000 8:0.4000 9:0.4000 10:0.6000 11:0.3000 12:0.2000 13:0.2000 14:0.1000 15:0.3000 16:0.3000 17:0.1000 18:0.1000 20:0.2000 21:0.1000 22:0.2000 23:0.2000 24:0.2000 25:0.1000 26:0.1000 27:0.1000 28:0.1000 29:0.2000 34:0.1000
120	15.600000	-25:0.2000 -23:0.1000 -20:0.2000 -19:0.1000 -18:0.3000 -17:0.1000 -16:0.2000 -14:0.2000 -13:0.2000 -12:0.5000 -11:0.4000 -10:0.6000 -9:0.2000 -8:0.4000 -7:0.5000 -6:0.6000 -5:0.5000 -4:0.7000 -3:0.2000 -2:0.8000 -1:0.2000 0:0.6000 1:0.4000 2:0.4000 3:0.6000 4:0.6000 5:0.5000 6:0.6000 7:0.5000 8:0.3000 9:0.3000 10:0.5000 11:0.3000 12:0.4000 13:0.2000 14:0.2000 15:0.2000 16:0.1000 17:0.1000 18:0.1000 19:0.1000 20:0.1000 21:0.1000 22:0.2000 23:0.1000 24:0.4000 25:0.1000 26:0.1000 27:0.1000 28:0.1000 29:0.1000
121	17.200000	-25:0.2000 -23:0.1000 -20:0.2000 -19:0.1000 -18:0.2000 -16:0.2000 -14:0.2000 -13:0.3000 -12:0.4000 -11:0.4000 -10:0.7000 -9:0.4000 -8:0.4000 -7:0.5000 -6:0.5000 -5:0.7000 -4:0.7000 -3:0.3000 -2:0.8000 -1:0.4000 0:0.7000 1:0.4000 2:0.3000 3:0.4000 4:0.7000 5:0.6000 6:0.8000 7:0.6000 8:0.3000 9:0.2000 10:0.5000 11:0.3000 12:0.3000 13:0.4000 14:0.2000 15:0.2000 16:0.2000 17:0.2000 18:0.2000 19:0.2000 20:0.2000 21:0.1000 22:0.2000 23:0.2000 24:0.5000 26:0.2000 27:0.1000 28:0.1000 29:0.1000 31:0.1000
122	13.100000	-25:0.2000 -23:0.1000 -20:0.1000 -19:0.1000 -18:0.1000 -16:0.1000 -14:0.2000 -13:0.1000 -12:0.3000 -11:0.3000 -10:0.5000 -9:0.5000 -8:0.3000 -7:0.3000 -6:0.5000 -5:0.7000 -4:0.5000 -3:0.2000 -2:0.5000 -1:0.3000 0:0.6000 1:0.3000 2:0.3000 3:0.3000 4:0.5000 5:0.3000 6:0.6000 7:0.5000 8:0.3000 9:0.3000 10:0.5000 11:0.2000 12:0.2000 13:0.3000 15:0.2000 16:0.1000 17:0.2000 18:0.1000 19:0.2000 20:0.1000 22:0.2000 23:0.1000 24:0.3000 26:0.2000 27:0.1000 28:0.1000 31:0.1000
123	15.700000	-25:0.3000 -23:0.2000 -20:0.1000 -19:0.1000 -18:0.2000 -17:0.3000 -16:0.2000 -15:0.3000 -14:0.1000 -12:0.7000 -11:0.3000 -10:0.6000 -9:0.4000 -8:0.3000 -7:0.2000 -6:0.4000 -5:0.5000 -4:0.6000 -3:0.3000 -2:0.5000 -1:0.4000 0:0.3000 1:0.3000 2:0.3000 3:0.1000 4:0.5000 5:0.4000 6:0.4000 7:0.6000 8:0.4000 9:0.4000 10:0.5000 11:0.3000 12:0.1000 13:0.3000 14:0.1000 15:0.3000 16:0.3000 17:0.1000 18:0.3000 19:0.3000 20:0.2000 21:0.1000 22:0.4000 23:0.1000 24:0.2000 25:0.3000 26:0.2000 27:0.2000 29:0.1000 30:0.1000 32:0.2000 35:0.1000 38:0.1000 43:0.1000
124	17.700000	-25:0.3000 -23:0.3000 -20:0.2000 -19:0.2000 -18:0.3000 -17:0.3000 -16:0.2000 -15:0.3000 -14:0.2000 -13:0.2000 -12:0.6000 -11:0.3000 -10:0.6000 -9:0.4000 -8:0.4000 -7:0.3000 -6:0.5000 -5:0.3000 -4:0.5000 -3:0.3000 -2:0.5000 -1:0.4000 0:0.4000 1:0.3000 2:0.5000 3:0.2000 4:0.6000 5:0.4000 6:0.6000 7:0.6000 8:0.5000 9:0.3000 10:0.4000 11:0.3000 12:0.2000 13:0.4000 14:0.2000 15:0.3000 16:0.2000 17:0.1000 18:0.3000 19:0.3000 20:0.2000 21:0.2000 22:0.4000 23:0.1000 24:0.3000 25:0.3000 26:0.4000 27:0.2000 29:0.2000 30:0.1000 31:0.1000 32:0.2000 35:0.1000 38:0.1000 43:0.1000
125	13.600000	-27:0.2000 -25:0.1000 -24:0.1000 -21:0.1000 -20:0.1000 -18:0.2000 -15:0.2000 -14:0.1000 -13:0.2000 -12:0.4000 -11:0.1000 -10:0.2000 -9:0.6000 -8:0.4000 -7:0.3000 -6:0.4000 -5:0.4000 -4:0.5000 -2:0.4000 -1:0.4000 0:0.4000 1:0.2000 2:0.4000 3:0.3000 4:0.4000 5:0.3000 6:0.5000 7:0.1000 8:0.5000 9:0.1000 10:0.5000 11:0.2000 12:0.3000 13:0.5000 14:0.1000 15:0.4000 16:0.2000 17:0.1000 18:0.3000 19:0.3000 20:0.4000 22:0.4000 23:0.1000 24:0.1000 25:0.2000 26:0.2000 27:0.2000 28:0.1000 29:0.1000 31:0.1000 32:0.1000 35:0.1000
